GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_sequence_feature	variants_effect_splice_region_variant	variants_effect_structural_interaction_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
HN1L	ENSG00000206053	ENST00000565851	protein_coding	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	1
HN1L	ENSG00000206053	ENST00000566691	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0
HN1L	ENSG00000206053	ENST00000566742	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0
HN1L	ENSG00000206053	ENST00000566925	nonsense_mediated_decay	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0
HN1L	ENSG00000206053	ENST00000567717	retained_intron	0	0	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0
HN1L	ENSG00000206053	ENST00000568376	processed_transcript	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1
HN1L	ENSG00000206053	ENST00000569256	processed_transcript	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0
HN1L	ENSG00000206053	ENST00000569765	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0
IFT140	ENSG00000187535	ENST00000361339	protein_coding	0	1	0	9	1	0	0	0	0	8	0	0	0	0	0	1	0
IFT140	ENSG00000187535	ENST00000397417	nonsense_mediated_decay	0	0	0	26	4	0	1	0	0	21	0	0	0	0	0	0	0
IFT140	ENSG00000187535	ENST00000426508	protein_coding	0	3	0	23	1	0	1	0	0	21	0	0	0	0	0	3	0
IFT140	ENSG00000187535	ENST00000439987	processed_transcript	0	0	0	15	0	0	0	2	0	10	0	3	0	0	0	0	0
IFT140	ENSG00000187535	ENST00000561954	retained_intron	0	0	0	9	0	0	0	3	0	4	0	2	0	0	0	0	0
IFT140	ENSG00000187535	ENST00000565298	retained_intron	0	0	0	21	0	0	0	0	0	15	0	5	0	0	0	0	1
IFT140	ENSG00000187535	ENST00000566052	retained_intron	0	0	0	5	0	0	0	0	0	4	0	1	0	0	0	0	0
IFT140	ENSG00000187535	ENST00000566818	retained_intron	0	0	0	7	0	0	0	4	0	1	0	1	0	0	0	0	1
IFT140	ENSG00000187535	ENST00000568837	protein_coding	0	0	0	6	0	0	0	0	0	1	0	0	0	0	0	0	5
IFT140	ENSG00000187535	ENST00000569646	protein_coding	0	0	0	5	0	0	1	0	0	4	0	0	0	0	0	0	0
IFT140	ENSG00000187535	ENST00000569812	protein_coding	0	0	0	5	0	0	1	0	0	4	0	0	0	0	0	0	0
IGFALS	ENSG00000099769	ENST00000215539	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
IGFALS	ENSG00000099769	ENST00000415638	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
IGFALS	ENSG00000099769	ENST00000568221	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
IL32	ENSG00000008517	ENST00000008180	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
IL32	ENSG00000008517	ENST00000325568	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
IL32	ENSG00000008517	ENST00000382213	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
IL32	ENSG00000008517	ENST00000396887	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
IL32	ENSG00000008517	ENST00000396890	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
IL32	ENSG00000008517	ENST00000440815	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
IL32	ENSG00000008517	ENST00000444393	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
IL32	ENSG00000008517	ENST00000525003	retained_intron	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
IL32	ENSG00000008517	ENST00000525228	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
IL32	ENSG00000008517	ENST00000525377	protein_coding	0	0	0	4	0	0	0	2	0	2	0	0	0	0	0	0	0
IL32	ENSG00000008517	ENST00000525643	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
IL32	ENSG00000008517	ENST00000526464	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
IL32	ENSG00000008517	ENST00000528163	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
IL32	ENSG00000008517	ENST00000528652	retained_intron	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
IL32	ENSG00000008517	ENST00000529550	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
IL32	ENSG00000008517	ENST00000529699	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
IL32	ENSG00000008517	ENST00000530538	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
IL32	ENSG00000008517	ENST00000530890	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
IL32	ENSG00000008517	ENST00000531965	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
IL32	ENSG00000008517	ENST00000532247	retained_intron	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
IL32	ENSG00000008517	ENST00000533097	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
IL32	ENSG00000008517	ENST00000534507	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
IL32	ENSG00000008517	ENST00000548246	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
IL32	ENSG00000008517	ENST00000548476	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
IL32	ENSG00000008517	ENST00000548652	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
IL32	ENSG00000008517	ENST00000548807	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
IL32	ENSG00000008517	ENST00000549213	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
IL32	ENSG00000008517	ENST00000551122	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
IL32	ENSG00000008517	ENST00000551513	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
IL32	ENSG00000008517	ENST00000552356	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
IL32	ENSG00000008517	ENST00000552664	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
IL32	ENSG00000008517	ENST00000552936	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
IL32	ENSG00000008517	ENST00000613483	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
IL9RP3	ENSG00000226942	ENST00000442856	unprocessed_pseudogene	0	0	0	8	0	0	0	0	0	3	0	5	0	0	0	0	0
KCTD5	ENSG00000167977	ENST00000301738	protein_coding	0	0	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0
KCTD5	ENSG00000167977	ENST00000564195	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
KCTD5	ENSG00000167977	ENST00000564246	processed_transcript	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
KREMEN2	ENSG00000131650	ENST00000303746	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KREMEN2	ENSG00000131650	ENST00000319500	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KREMEN2	ENSG00000131650	ENST00000571007	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KREMEN2	ENSG00000131650	ENST00000572045	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KREMEN2	ENSG00000131650	ENST00000575769	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KREMEN2	ENSG00000131650	ENST00000575885	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
LA16c-306A4.1	ENSG00000260022	ENST00000569106	antisense	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
LA16c-306A4.2	ENSG00000260316	ENST00000564460	sense_intronic	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
LA16c-306E5.1	ENSG00000240311	ENST00000459875	processed_pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
LA16c-306E5.2	ENSG00000262621	ENST00000575785	nonsense_mediated_decay	0	0	0	13	0	0	0	0	0	13	0	0	0	0	0	0	0
LA16c-306E5.2	ENSG00000262621	ENST00000576906	processed_transcript	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
LA16c-306E5.2	ENSG00000262621	ENST00000618352	protein_coding	0	0	0	6	0	0	0	2	0	3	0	0	0	0	0	0	1
LA16c-306E5.3	ENSG00000263212	ENST00000574423	processed_transcript	0	0	0	5	0	0	0	0	0	5	0	0	0	0	0	0	0
LA16c-312E8.2	ENSG00000260132	ENST00000568554	antisense	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1
LA16c-316G12.2	ENSG00000260425	ENST00000569831	antisense	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
LA16c-321D4.2	ENSG00000262482	ENST00000573260	antisense	0	0	0	3	0	0	0	2	0	1	0	0	0	0	0	0	0
LA16c-325D7.1	ENSG00000263325	ENST00000577140	antisense	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
LA16c-325D7.2	ENSG00000263280	ENST00000575693	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
LA16c-329F2.1	ENSG00000261399	ENST00000570022	antisense	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
LA16c-335H7.2	ENSG00000279136	ENST00000623562	TEC	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
LA16c-349E11.1	ENSG00000260702	ENST00000564813	unprocessed_pseudogene	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0
LA16c-358B7.3	ENSG00000261505	ENST00000567829	antisense	0	0	0	27	0	0	0	12	0	6	0	3	0	0	0	0	6
LA16c-358B7.3	ENSG00000261505	ENST00000568106	antisense	0	0	0	24	0	0	0	9	0	0	0	9	0	0	0	0	6
LA16c-358B7.4	ENSG00000274751	ENST00000339021	antisense	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	0	5
LA16c-360A4.1	ENSG00000275438	ENST00000619963	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
LA16c-360H6.2	ENSG00000262554	ENST00000571388	transcribed_processed_pseudogene	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
LA16c-360H6.3	ENSG00000262899	ENST00000574245	antisense	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
LA16c-366D1.3	ENSG00000261691	ENST00000565879	antisense	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
LA16c-380F5.1	ENSG00000280062	ENST00000623365	TEC	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
LA16c-380F5.3	ENSG00000280231	ENST00000624488	TEC	0	0	0	5	0	0	0	2	0	0	0	0	0	0	0	0	3
LA16c-380H5.1	ENSG00000262152	ENST00000571152	retained_intron	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	0	2
LA16c-380H5.1	ENSG00000262152	ENST00000572266	retained_intron	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	0	2
LA16c-380H5.1	ENSG00000262152	ENST00000573465	processed_transcript	0	1	0	2	0	0	0	1	0	1	0	0	0	1	0	0	1
LA16c-380H5.2	ENSG00000262362	ENST00000570515	sense_overlapping	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
LA16c-380H5.3	ENSG00000270168	ENST00000573315	protein_coding	0	0	1	4	0	0	0	0	0	3	1	0	0	0	0	0	1
LA16c-380H5.6	ENSG00000274367	ENST00000621689	lincRNA	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
LA16c-381G6.1	ENSG00000260532	ENST00000561511	lincRNA	0	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0
LA16c-385E7.1	ENSG00000260646	ENST00000566922	lincRNA	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	2
LA16c-390E6.3	ENSG00000261430	ENST00000563223	sense_intronic	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0
LA16c-390E6.4	ENSG00000260051	ENST00000563610	antisense	0	0	0	8	0	0	0	5	0	0	0	0	0	0	0	0	3
LA16c-390E6.5	ENSG00000261641	ENST00000566287	antisense	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0
LA16c-395F10.2	ENSG00000260989	ENST00000563162	antisense	0	0	0	6	0	0	0	0	0	6	0	0	0	0	0	0	0
LA16c-407A10.3	ENSG00000282907	ENST00000409439	processed_transcript	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
LA16c-407A10.3	ENSG00000282907	ENST00000635107	processed_transcript	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
LA16c-431H6.6	ENSG00000261732	ENST00000454337	nonsense_mediated_decay	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0
LA16c-431H6.7	ENSG00000278987	ENST00000624137	TEC	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
LA16c-OS12.2	ENSG00000268836	ENST00000595428	lincRNA	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
LINC01177	ENSG00000261397	ENST00000568030	lincRNA	0	0	0	4	0	0	0	2	0	2	0	0	0	0	0	0	0
LINC01195	ENSG00000261075	ENST00000570118	lincRNA	0	0	0	5	0	0	0	2	0	2	0	0	0	0	0	0	1
LINC01569	ENSG00000262468	ENST00000571970	lincRNA	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
LINC01569	ENSG00000262468	ENST00000573042	lincRNA	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
LINC01569	ENSG00000262468	ENST00000573268	lincRNA	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
LINC01570	ENSG00000260338	ENST00000561572	antisense	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
LINC01570	ENSG00000260338	ENST00000566218	antisense	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0	1
LMF1	ENSG00000103227	ENST00000262301	protein_coding	0	1	1	37	1	0	0	1	0	32	1	0	0	0	0	1	3
LMF1	ENSG00000103227	ENST00000543238	protein_coding	0	0	0	38	1	0	1	1	0	33	0	0	0	0	0	0	2
LMF1	ENSG00000103227	ENST00000545827	nonsense_mediated_decay	0	0	0	57	1	0	1	1	0	44	0	0	0	0	0	0	10
LMF1	ENSG00000103227	ENST00000562226	nonsense_mediated_decay	0	1	1	29	1	0	0	0	0	26	1	0	0	0	0	1	2
LMF1	ENSG00000103227	ENST00000562380	protein_coding	0	1	0	20	0	0	0	1	0	19	0	0	0	0	0	1	0
LMF1	ENSG00000103227	ENST00000565198	retained_intron	0	0	0	8	0	0	0	0	0	3	0	2	0	0	0	0	3
LMF1	ENSG00000103227	ENST00000565276	nonsense_mediated_decay	0	0	0	6	0	0	0	2	0	4	0	0	0	0	0	0	0
LMF1	ENSG00000103227	ENST00000566609	processed_transcript	0	0	0	15	0	0	0	0	0	11	0	2	0	0	0	0	2
LMF1	ENSG00000103227	ENST00000566627	protein_coding	0	0	0	17	0	0	0	0	0	17	0	0	0	0	0	0	0
LMF1	ENSG00000103227	ENST00000567595	nonsense_mediated_decay	0	1	1	22	1	0	0	1	0	18	1	0	0	0	0	1	2
LMF1	ENSG00000103227	ENST00000568268	processed_transcript	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	1
LMF1	ENSG00000103227	ENST00000568897	protein_coding	0	0	0	38	0	0	1	2	0	32	0	0	0	0	0	0	3
LMF1	ENSG00000103227	ENST00000568964	nonsense_mediated_decay	0	1	1	29	0	0	0	0	0	27	1	0	0	0	0	1	2
LMF1	ENSG00000103227	ENST00000569516	retained_intron	0	0	0	7	0	0	0	2	0	4	0	0	0	0	0	0	1
LMF1	ENSG00000103227	ENST00000570014	protein_coding	0	0	0	51	0	0	1	0	0	40	0	0	0	0	0	0	10
LMF1	ENSG00000103227	ENST00000570168	processed_transcript	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
LMF1	ENSG00000103227	ENST00000611669	retained_intron	0	0	0	6	0	0	0	2	0	0	0	0	0	0	0	0	4
LMF1-AS1	ENSG00000260439	ENST00000567820	antisense	0	0	0	7	0	0	0	1	0	5	0	1	0	0	0	0	0
LMF1-AS1	ENSG00000260439	ENST00000569574	antisense	0	0	0	7	0	0	0	0	0	5	0	2	0	0	0	0	0
MAPK8IP3	ENSG00000138834	ENST00000250894	protein_coding	0	0	0	6	1	0	0	1	0	4	0	0	0	0	0	0	0
MAPK8IP3	ENSG00000138834	ENST00000356010	protein_coding	0	0	0	6	0	0	0	2	0	4	0	0	0	0	0	0	0
MAPK8IP3	ENSG00000138834	ENST00000561765	retained_intron	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0
MAPK8IP3	ENSG00000138834	ENST00000561949	retained_intron	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0
MAPK8IP3	ENSG00000138834	ENST00000562042	retained_intron	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0
MAPK8IP3	ENSG00000138834	ENST00000563868	retained_intron	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	0	2
MAPK8IP3	ENSG00000138834	ENST00000564098	retained_intron	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0
MAPK8IP3	ENSG00000138834	ENST00000564868	retained_intron	0	0	0	4	0	0	0	2	0	2	0	0	0	0	0	0	0
MAPK8IP3	ENSG00000138834	ENST00000566064	retained_intron	0	0	0	4	0	0	0	2	0	0	0	2	0	0	0	0	0
MAPK8IP3	ENSG00000138834	ENST00000566589	retained_intron	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
MAPK8IP3	ENSG00000138834	ENST00000567352	retained_intron	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0
MAPK8IP3	ENSG00000138834	ENST00000570131	retained_intron	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
MAPK8IP3	ENSG00000138834	ENST00000610761	protein_coding	0	0	0	6	1	0	0	1	0	4	0	0	0	0	0	0	0
MEFV	ENSG00000103313	ENST00000219596	protein_coding	13	7	2	10	1	0	0	1	0	8	2	0	0	0	13	7	0
MEFV	ENSG00000103313	ENST00000339854	protein_coding	0	4	1	14	1	0	0	1	0	12	1	0	0	0	0	4	0
MEFV	ENSG00000103313	ENST00000536379	protein_coding	0	4	1	14	0	0	0	2	0	12	1	0	0	0	0	4	0
MEFV	ENSG00000103313	ENST00000536980	nonsense_mediated_decay	0	4	0	15	3	0	0	1	0	11	0	0	0	0	0	4	0
MEFV	ENSG00000103313	ENST00000537682	nonsense_mediated_decay	0	7	1	11	3	0	0	1	0	7	1	0	0	0	0	7	0
MEFV	ENSG00000103313	ENST00000538326	nonsense_mediated_decay	0	4	1	14	5	0	0	1	0	8	1	0	0	0	0	4	0
MEFV	ENSG00000103313	ENST00000539145	nonsense_mediated_decay	0	0	0	19	4	0	0	2	0	13	0	0	0	0	0	0	0
MEFV	ENSG00000103313	ENST00000539154	retained_intron	0	0	0	14	0	0	0	4	0	1	0	5	0	0	0	0	4
MEFV	ENSG00000103313	ENST00000541159	protein_coding	0	5	0	14	0	0	0	2	0	12	0	0	0	0	0	5	0
MEFV	ENSG00000103313	ENST00000542898	nonsense_mediated_decay	0	7	1	11	3	0	0	1	0	7	1	0	0	0	0	7	0
MEFV	ENSG00000103313	ENST00000570511	nonsense_mediated_decay	0	3	1	15	4	0	0	2	0	9	1	0	0	0	0	3	0
MEFV	ENSG00000103313	ENST00000572244	nonsense_mediated_decay	0	0	0	19	1	0	0	2	0	16	0	0	0	0	0	0	0
MEFV	ENSG00000103313	ENST00000574583	nonsense_mediated_decay	0	0	0	19	4	0	0	2	0	13	0	0	0	0	0	0	0
MEFV	ENSG00000103313	ENST00000576315	nonsense_mediated_decay	0	0	0	19	4	0	0	2	0	13	0	0	0	0	0	0	0
MEIOB	ENSG00000162039	ENST00000325962	protein_coding	0	0	0	6	0	0	0	3	0	2	0	0	0	0	0	0	1
MEIOB	ENSG00000162039	ENST00000397344	protein_coding	0	0	0	6	0	0	0	3	0	3	0	0	0	0	0	0	0
MEIOB	ENSG00000162039	ENST00000412554	protein_coding	0	0	0	6	0	0	0	3	0	3	0	0	0	0	0	0	0
MEIOB	ENSG00000162039	ENST00000460494	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
MEIOB	ENSG00000162039	ENST00000470044	protein_coding	0	0	0	6	0	0	0	3	0	3	0	0	0	0	0	0	0
MEIOB	ENSG00000162039	ENST00000490154	retained_intron	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
MEIOB	ENSG00000162039	ENST00000496541	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0
METRN	ENSG00000103260	ENST00000219542	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
METRN	ENSG00000103260	ENST00000564661	retained_intron	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
METRN	ENSG00000103260	ENST00000567076	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
METRN	ENSG00000103260	ENST00000568223	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
METRN	ENSG00000103260	ENST00000568415	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
METRN	ENSG00000103260	ENST00000570132	nonsense_mediated_decay	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
METTL22	ENSG00000067365	ENST00000163678	nonsense_mediated_decay	0	0	0	11	1	0	0	5	0	3	0	0	0	0	0	0	2
METTL22	ENSG00000067365	ENST00000381920	protein_coding	0	1	0	10	5	0	0	0	0	3	0	0	0	0	0	1	2
METTL22	ENSG00000067365	ENST00000561758	protein_coding	0	1	0	10	0	0	0	5	0	3	0	0	0	0	0	1	2
METTL22	ENSG00000067365	ENST00000561993	retained_intron	0	0	0	5	0	0	0	4	0	0	0	0	0	0	0	0	1
METTL22	ENSG00000067365	ENST00000562151	protein_coding	0	1	0	6	0	0	0	5	0	0	0	0	0	0	0	1	1
METTL22	ENSG00000067365	ENST00000562973	protein_coding	0	1	0	6	0	0	0	5	0	0	0	0	0	0	0	1	1
METTL22	ENSG00000067365	ENST00000563037	processed_transcript	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
METTL22	ENSG00000067365	ENST00000563501	processed_transcript	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	1
METTL22	ENSG00000067365	ENST00000563958	protein_coding	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	0	2
METTL22	ENSG00000067365	ENST00000564107	processed_transcript	0	0	0	7	0	0	0	5	0	0	0	1	0	0	0	0	1
METTL22	ENSG00000067365	ENST00000564133	retained_intron	0	0	0	4	0	0	0	3	0	0	0	0	0	0	0	0	1
METTL22	ENSG00000067365	ENST00000564554	protein_coding	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	0	2
METTL22	ENSG00000067365	ENST00000564624	retained_intron	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
METTL22	ENSG00000067365	ENST00000565866	nonsense_mediated_decay	0	0	0	7	1	0	0	5	0	0	0	0	0	0	0	0	1
METTL22	ENSG00000067365	ENST00000567295	nonsense_mediated_decay	0	0	0	5	0	0	0	1	0	2	0	0	0	0	0	0	2
METTL22	ENSG00000067365	ENST00000568967	processed_transcript	0	0	0	9	0	0	0	5	0	1	0	1	0	0	0	0	2
METTL22	ENSG00000067365	ENST00000569597	retained_intron	0	0	0	6	0	0	0	5	0	0	0	1	0	0	0	0	0
METTL22	ENSG00000067365	ENST00000572956	nonsense_mediated_decay	0	0	1	6	0	0	0	5	0	1	1	0	0	0	0	0	0
METTL26	ENSG00000130731	ENST00000301686	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
METTL26	ENSG00000130731	ENST00000338401	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
METTL26	ENSG00000130731	ENST00000397664	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
METTL26	ENSG00000130731	ENST00000397665	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
METTL26	ENSG00000130731	ENST00000397666	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
METTL26	ENSG00000130731	ENST00000448973	retained_intron	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
METTL26	ENSG00000130731	ENST00000456420	nonsense_mediated_decay	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
METTL26	ENSG00000130731	ENST00000564039	nonsense_mediated_decay	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
METTL26	ENSG00000130731	ENST00000565163	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
METTL26	ENSG00000130731	ENST00000565799	retained_intron	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
METTL26	ENSG00000130731	ENST00000568077	nonsense_mediated_decay	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
METTL26	ENSG00000130731	ENST00000568773	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
METTL26	ENSG00000130731	ENST00000568830	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
METTL26	ENSG00000130731	ENST00000614890	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
MGRN1	ENSG00000102858	ENST00000262370	protein_coding	0	0	0	7	0	0	0	0	0	5	0	0	0	0	0	0	2
MGRN1	ENSG00000102858	ENST00000399577	protein_coding	0	0	0	7	0	0	0	0	0	5	0	0	0	0	0	0	2
MGRN1	ENSG00000102858	ENST00000415496	protein_coding	0	0	0	7	0	0	0	0	0	5	0	0	0	0	0	0	2
MGRN1	ENSG00000102858	ENST00000536343	nonsense_mediated_decay	0	0	0	7	0	0	0	0	0	5	0	0	0	0	0	0	2
MGRN1	ENSG00000102858	ENST00000585676	retained_intron	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
MGRN1	ENSG00000102858	ENST00000586183	protein_coding	0	0	0	7	0	0	0	0	0	5	0	0	0	0	0	0	2
MGRN1	ENSG00000102858	ENST00000587145	processed_transcript	0	0	0	5	0	0	0	2	0	2	0	0	0	0	0	0	1
MGRN1	ENSG00000102858	ENST00000587747	protein_coding	0	0	0	7	0	0	0	0	0	5	0	0	0	0	0	0	2
MGRN1	ENSG00000102858	ENST00000588015	processed_transcript	0	0	0	4	0	0	0	1	0	2	0	1	0	0	0	0	0
